"Incident Number","Incident Types","Reported Date","Nearest Populated Centre","Province","Company","Status","Latitude","Longitude","Approximate Volume Released (m3)","Substance","Release Type","Significant","Year","Occurrence Date and Time","Discovered Date and Time","Detailed what happened","What happened category","Detailed why it happened","Why it happened category","Duration of interruption of pipeline operations","Pipeline or Facility Type","Activity being performed at time of incident","How the incident was discovered","Closed Date","Pipeline or facility equipment involved","Rupture","Incident type","Released substance type","Released volume (m3)","Pipe body release","Residual effects on the environment","Source of Explosion","Source of Fire","Activity at time of fatality","Number of fatalities","Type of Injury","Number of individuals injured","Workdays lost","Work restricted by injury","Conditions that resulted in the operation beyond  limits","Conditions that resulted in adverse effects on the environment","Number of people evacuated","Regulation","Pipeline Name","Pipeline outside diameter (NPS)","Pipeline length (km)","Substance carried","Facility Name","Facility Type","Facility latitude","Facility longitude","Country","Affects Company Property","Off Company Property","Affects Pipeline right-of-way","Affects off Pipeline right-of-way","Land Use","Population Density","Kilometre post","Emergency Level","Investigation Type","Was NEB Staff Deployed","Related NEB event number","Equipment or component involved","Design standard","Nominal pipe size","Material","Material grade","Schedule","Design wall thickness (mm)","Custom design wall thickness (mm)","Actual wall thickness (mm)","Licensed maximum operating pressure (kPa)","Restricted operating pressure (kPa)","Actual operating pressure at time of failure (kPa)","Designed depth of cover (m)","Actual depth of cover (m)","Year of manufacture","Year of installation","Year when put into service","Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4)","Weld type ","Seam type","Seam joining method","Seam clock position","Coating location","Coating type","Coating condition","Application method","Year when the coating was applied","Insulation installed","Repair type","Repair date","Equipment or component has never been inspected","Most recent inspection date for the failed equipment or component","Type of most recent inspection","Most recent inspection part of the routine inspection program","No maintenance done on this equipment or component","Date of the most recent maintenance work for the failed equipment or component","Most recent maintenance Type","Most recent maintenance work part of the routine maintenance program"
"INC2015-030","Adverse Environmental Effects","03/20/2015","edmundston","New Brunswick","Twin Rivers Paper Company Inc.","Closed","47.36150500","-68.32824000","Not Applicable","Not Applicable","Not Applicable","Yes","2015","2015/03/19 11:20:00 PM Atlantic","2015/03/20 01:30:00 AM Atlantic","Damage or deterioration mechanism, Equipment, Valve Seals or Packing","Equipment Failure","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria","Engineering and Planning","Short-term interruption","Transmission","Operation","3rd Party / Other Company","2017/08/24","No","No","Adverse Environmental Effects","","","","No","","","","","","","","","","Release of Toxic Substance","0","OPR","BLEACHED WHITE WATER RETURN","508.00000000","1.72145240","White Water","","","","","Canada","No","Yes","No","No","Developed Land - Industrial","10 or fewer dwelling units","","Level II","Category B","No","","Pipeline, Valve, Pressure relief, Flange, Gasket/O-ring","","NPS 20","Stainless Steel","","","","","","","","","","","","","","","","","","","","","","","","No","Replacement","2015-03-20","No","2014-09-25","Visual","No","No","2014-09-25","Replacement","No"
"INC2015-031","Release of Substance","03/30/2015","Dryden, Ontario","Ontario","TransCanada PipeLines Limited","Closed","49.78942000","-92.76552000","0.1000","Natural Gas - Sweet","Gas","No","2015","","2015/03/30 07:30:00 AM Mountain","Damage or deterioration mechanism, Cracking, Fatigue","Corrosion and Cracking","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria","Engineering and Planning","No pipeline interruption","Transmission","Operation","Employee / Contractor (Onsite)","2016/11/10","Yes","No","Release of Substance","Natural Gas - Sweet","0.1000","No","No","","","","","","","","","","","0","OPR","","","","","STN 55 - DRYDEN","","49.78941703","-92.76551503","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","N/A","Level I","Standard Review - 168 days","No","INC2014-134, INC2015-036, INC2015-055","Station/Facility, Compression, Fitting, Other (please explain)","CSA Z662 1994","NPS 1/2","Stainless Steel","","","","","","","","6790.0000","","","2012","2012","2012","","","","","","","","","","","No","","","No","2015-03-30","Visual","Yes","No","2015-03-30","Replacement","Yes"
"INC2015-032","Release of Substance","03/30/2015","Wonowon BC","British Columbia","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Closed","56.70868900","-121.76611200","2.4000","Natural Gas - Sour","Gas","Yes","2015","2015/03/27 05:00:00 PM Pacific","2015/03/27 05:00:00 PM Pacific","Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Damage or deterioration mechanism, External Interference, Company Employee","Equipment Failure, External Interference","Personal factors, Lack of knowledge, Unspecified","Human Factors","No pipeline interruption","Gathering","Operation","Other Control System","2015/07/29","Yes","No","Release of Substance","Natural Gas - Sour","2.4000","No","No","","","","","","","","","","","0","OPR","20"" ALASKA HIGHWAY TRUNK PIPELINE","508.00000000","28.69664024","Natural Gas Sour","","","","","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","29.12","Level I","Standard Review - 168 days","No","","Station/Facility, Pigging, Receiving, Valve, Ball, Ball","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2015-034","Operation Beyond Design Limits","03/31/2015","Cornwall","Ontario","Trans-Northern Pipelines Inc.","Closed","45.03715000","-74.71838000","Not Applicable","Not Applicable","Not Applicable","No","2015","2015/03/31 12:35:00 PM Eastern","2015/03/31 12:35:00 PM Eastern","Substandard Acts, Servicing equipment in operation;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Job or system factors, Inadequate engineering, Inadequate or improper controls","Engineering and Planning","Short-term interruption","Transmission","Maintenance","Other Control System","2017/02/21","No","No","Operation Beyond Design Limits","","","","No","","","","","","","","","Over Pressure","","0","OPR","","","","","CORNWALL STATION","","45.03715172","-74.71837876","Canada","Yes","Yes","No","No","Developed Land - Industrial","46 or more dwelling units","117.6 - 123.9","Level I","Standard Review - 168 days","No","INC2015-002, INC2016-008","Pipeline, Pipe, Body","API 5LX  1948?","NPS 10","Carbon Steel","317 - X46","30","7.8 mm = 0.307 in","","","6895.0000","","7660.0000","0.6000","0.9000","1952","1952","1952","1180.0000","Girth (Circumferential)","Straight","Electric Resistance Welded","","External","Polyethylene Tape Wrap","","Field Applied","1973","No","","","No","2013-08-28","Inline Inspection (ILI)","Yes","No","","","No"
"INC2015-035","Operation Beyond Design Limits","04/02/2015","Edmonton","Alberta","Enbridge Pipelines Inc.","Closed","53.54425700","-113.35606000","Not Applicable","Not Applicable","Not Applicable","No","2015","2015/04/02 11:14:00 AM Mountain","2015/04/02 11:14:00 AM Mountain","Substandard Conditions, Inadequate information or data","External Interference","Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Standards and Procedures","No pipeline interruption","Transmission","Operation","SCADA","2017/02/20","Yes","No","Operation Beyond Design Limits","","","","No","","","","","","","","","Over Pressure","","0","OPR","","","","","Edmonton","","","","Canada","Yes","No","No","No","Developed Land - Industrial","46 or more dwelling units","0","Level I","Standard Review - 168 days","No","","Station/Facility, Pumping, Piping, Body","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2015-036","Release of Substance","04/07/2015","Dryden, Ontario","Ontario","TransCanada PipeLines Limited","Closed","49.78942000","-92.76552000","1.0000","Natural Gas - Sweet","Gas","No","2015","2015/04/07 06:20:00 AM Mountain","2015/04/07 06:20:00 AM Mountain","Damage or deterioration mechanism, Cracking, Fatigue","Corrosion and Cracking","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria","Engineering and Planning","No pipeline interruption","Transmission","Operation","SCADA","2016/11/10","Yes","No","Release of Substance","Natural Gas - Sweet","1.0000","No","No","","","","","","","","","","","0","OPR","","","","","STN 55 - DRYDEN","","49.78941703","-92.76551503","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","N/A","Level I","Standard Review - 168 days","No","INC2015-031, INC2015-055","Station/Facility, Compression, Fitting, Other (please explain)","CSA Z662 1994","NPS 1/2","Stainless Steel","","","","","","","","6790.0000","","","2012","2012","2012","","","","","","","","","","","No","","","No","2015-03-30","Visual","Yes","No","2015-03-30","Replacement","Yes"
"INC2015-037","Fire","04/10/2015","Rapid City, Manitoba","Manitoba","TransCanada Keystone Pipeline GP Ltd.","Closed","50.07625300","-100.00145200","Not Applicable","Not Applicable","Not Applicable","No","2015","2015/04/09 01:00:00 PM Mountain","2015/04/09 01:00:00 PM Mountain","Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)","Equipment Failure","Job or system factors, Inadequate engineering, Inadequate monitoring of construction","Engineering and Planning","No pipeline interruption","Transmission","Maintenance","Employee / Contractor (Onsite)","2017/02/21","No","No","Fire","","","","No","","Equipment & Electrical","","","","","","","","","0","OPR","Keystone Line 100-1 Conversion","","","","PS23 - Rapid City","","","","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","N/A","Level I","Standard Review - 168 days","No","","Station/Facility, Pumping, Auxiliary device(s) (please explain)","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Yes","","","No","Yes","","","No"
"INC2015-038","Operation Beyond Design Limits","04/16/2015","Cromer","Manitoba","Enbridge Pipelines Inc.","Closed","49.75274100","-101.23877400","Not Applicable","Not Applicable","Not Applicable","No","2015","2015/04/14 03:25:00 PM Mountain","2015/04/15 04:10:00 PM Mountain","Substandard Acts, Failure to warn;Substandard Acts, Failure to react or correct;Substandard Conditions, Defective tools, equipment or materials;Substandard Conditions, Inadequate warning system","External Interference, Incorrect Operation","Job or system factors, Inadequate tools and equipment, Inadequate removal and replacement of unsuitable items;Job or system factors, Inadequate communications, Inadequate horizontal communication between peers;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Failure in communication, Maintenance, Standards and Procedures, Tools and Equipment","No pipeline interruption","Transmission","Operation","Employee / Contractor (Onsite)","2017/03/01","Yes","No","Operation Beyond Design Limits","","","","No","","","","","","","","","Over Pressure","","0","OPR","","","","","Cromer","","","","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","0","Level I","Standard Review - 168 days","No","INC2015-058","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2015-041","Fire","04/19/2015","Spirit River","Alberta","Pembina Energy Services Inc.","Closed","55.78664500","-118.93480000","Not Applicable","Not Applicable","Not Applicable","No","2015","2015/04/18 04:45:00 PM Mountain","2015/04/18 04:45:00 PM Mountain","Substandard Acts, Failure to warn;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to identify hazard or risk","Incorrect Operation","Personal factors, Lack of knowledge, Lack of experience;Personal factors, Lack of knowledge, Inadequate orientation;Personal factors, Lack of skill, Inadequate review instruction;Job or system factors, Inadequate leadership and/or supervision, Unclear or conflicting reporting relationships;Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate communications, Inadequate communication between work groups ","Failure in communication, Human Factors, Inadequate Supervision","No pipeline interruption","Transmission","Construction","Employee / Contractor (Onsite)","2016/01/13","No","No","Fire","","","","No","","Under Investigation or Unknown","","","","","","","","","0","OPR","","","","","","Meter","","","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","","Level I","Standard Review - 168 days","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2015-042","Release of Substance","04/20/2015","Taylor","British Columbia","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Closed","56.14630000","-120.66917000","268.0000","Water","Miscellaneous","No","2015","2015/04/13 04:00:00 AM Pacific","2015/04/13 04:00:00 AM Pacific","Substandard Conditions, Defective tools, equipment or materials;Substandard Conditions, Poor housekeeping or disorder","External Interference","Job or system factors, Inadequate maintenance, Inadequate preventive, Cleaning or resurfacing","Maintenance","No pipeline interruption","Processing","Operation","Employee / Contractor (Onsite)","2015/07/29","No","No","Release of Substance","Water","268.0000","No","No","","","","","","","","","","","0","PPR","","","","","MCMAHON GAS PLANT (MCMAHON)","","56.14630285","-120.66916931","Canada","Yes","No","No","No","Developed Land - Industrial","46 or more dwelling units","","Level I","Standard Review - 168 days","No","","Processing Plant, Water treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2015-043","Serious Injury (CER or TSB)","04/21/2015","Jasper","Alberta","Trans Mountain Pipeline ULC","Closed","53.01018500","-118.10044200","Not Applicable","Not Applicable","Not Applicable","Yes","2015","2015/04/21 01:20:00 PM Mountain","2015/04/21 04:03:00 PM Mountain","Substandard Acts, Improper placement","Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate communication of standards, Training","Standards and Procedures","No pipeline interruption","Transmission","Construction","Employee / Contractor (Onsite)","2015/05/27","No","No","Serious Injury (CER or TSB)","","","","No","","","","","Fracture","1","0","Yes","","","1","OPR","MAINLINE LOOP: JASPER SECTION","762.00000000","80.40097879","Crude Oil","","","","","Canada","No","No","Yes","No","Forests","10 or fewer dwelling units","360.5","Level I","Standard Review - 168 days","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2015-044","Release of Substance","04/22/2015","Taylor","British Columbia","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Closed","56.14630285","-120.66916931","2.5000","Amine","Miscellaneous","No","2015","2015/03/20 05:00:00 AM Mountain","2015/03/25 06:17:00 PM Mountain","Damage or deterioration mechanism, External Interference, Company Employee;Substandard Acts, Failure to react or correct","External Interference, Incorrect Operation","Personal factors, Abuse or misuse, Improper conduct that is not condoned, Unintentional","Human Factors","No pipeline interruption","Processing","Maintenance","Employee / Contractor (Onsite)","2015/12/16","No","No","Release of Substance","Amine","2.5000","No","Yes","","","","","","","","","","","0","PPR","16"" Boundary Lake Pipeline","406.40000000","49.55772514","Natural Gas, Natural Gas Sweet","MCMAHON GAS PLANT (MCMAHON)","","56.14630285","-120.66916931","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","50.55","Level I","Standard Review - 168 days","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
